	0
2010Nov28_18	2
2010Nov28_20	7
2010Nov28_21	2
2010Nov28_22	1
2010Nov28_23	1
2010Nov29_00	4
2010Nov29_01	3
2010Nov29_02	2
2010Nov29_05	2
2010Nov29_06	1
2010Nov29_07	1
2010Nov29_09	1
2010Nov29_11	1
2010Nov29_12	2
2010Nov29_15	1
2010Nov29_16	1
2010Nov29_17	4
2010Nov29_18	3
2010Nov29_19	3
2010Nov29_20	8
2010Nov29_21	2
2010Nov29_22	2
2010Nov29_23	4
2010Nov30_00	3
2010Nov30_01	4
2010Nov30_02	2
2010Nov30_04	1
2010Nov30_05	1
2010Nov30_07	2
2010Nov30_08	6
2010Nov30_09	2
2010Nov30_10	1
2010Nov30_12	2
2010Nov30_13	8
2010Nov30_16	4
2010Nov30_17	4
2010Nov30_18	3
2010Nov30_20	2
2010Nov30_22	1
2010Nov30_23	4
2010Oct01_03	2
2010Oct01_13	1
2010Oct01_14	1
2010Oct01_15	1
2010Oct01_16	2
2010Oct01_17	3
2010Oct01_18	2
2010Oct01_19	1
2010Oct01_20	1
2010Oct01_21	2
2010Oct01_22	1
2010Oct01_23	1
2010Oct02_00	1
2010Oct02_01	1
2010Oct02_02	1
2010Oct02_03	1
2010Oct02_10	1
2010Oct02_13	1
2010Oct02_16	1
2010Oct02_17	2
2010Oct02_18	1
2010Oct02_21	2
2010Oct02_23	1
2010Oct03_02	5
2010Oct03_03	1
2010Oct03_05	1
2010Oct03_06	1
2010Oct03_08	2
2010Oct03_14	1
2010Oct03_15	1
2010Oct03_18	2
2010Oct03_22	4
2010Oct04_08	1
2010Oct04_10	1
2010Oct04_12	1
2010Oct04_15	1
2010Oct04_16	1
2010Oct04_17	2
2010Oct04_23	1
2010Oct05_00	2
2010Oct05_01	1
2010Oct05_03	3
2010Oct05_09	1
2010Oct05_12	4
2010Oct05_13	1
2010Oct05_14	1
2010Oct05_17	1
2010Oct05_18	1
2010Oct05_19	1
2010Oct05_21	1
2010Oct05_23	2
2010Oct06_00	1
2010Oct06_02	3
2010Oct06_04	2
2010Oct06_05	1
2010Oct06_14	3
2010Oct06_15	4
2010Oct06_16	1
2010Oct06_22	2
2010Oct06_23	1
2010Oct07_00	1
2010Oct07_01	3
2010Oct07_02	3
2010Oct07_06	1
2010Oct07_07	1
2010Oct07_09	5
2010Oct07_14	1
2010Oct07_18	1
2010Oct07_21	3
2010Oct07_22	3
2010Oct07_23	5
2010Oct08_01	2
2010Oct08_02	1
2010Oct08_06	1
2010Oct08_07	1
2010Oct08_09	2
2010Oct08_12	3
2010Oct08_13	1
2010Oct08_14	1
2010Oct08_15	1
2010Oct08_19	3
2010Oct08_20	2
2010Oct08_21	1
2010Oct08_22	1
2010Oct08_23	1
2010Oct09_01	3
2010Oct09_03	1
2010Oct09_04	2
2010Oct09_10	1
2010Oct09_11	1
2010Oct09_14	2
2010Oct09_16	2
2010Oct09_19	2
2010Oct09_23	1
2010Oct10_02	1
2010Oct10_04	2
2010Oct10_06	1
2010Oct10_08	2
2010Oct10_10	3
2010Oct10_14	1
2010Oct10_15	1
2010Oct10_16	1
2010Oct10_17	1
2010Oct10_19	1
2010Oct10_23	1
2010Oct11_00	2
2010Oct11_01	1
2010Oct11_02	1
2010Oct11_03	1
2010Oct11_04	1
2010Oct11_08	1
2010Oct11_12	6
2010Oct11_14	1
2010Oct11_17	4
2010Oct11_18	5
2010Oct11_20	4
2010Oct11_21	1
2010Oct12_01	1
2010Oct12_02	1
2010Oct12_03	1
2010Oct12_10	1
2010Oct12_11	2
2010Oct12_14	1
2010Oct12_16	1
2010Oct12_17	1
2010Oct12_20	2
2010Oct12_21	1
2010Oct12_22	1
2010Oct12_23	1
2010Oct13_00	8
2010Oct13_02	1
2010Oct13_03	1
2010Oct13_05	1
2010Oct13_07	3
2010Oct13_08	1
2010Oct13_12	1
2010Oct13_16	1
2010Oct13_17	4
2010Oct13_18	1
2010Oct13_19	1
2010Oct13_20	2
2010Oct13_22	7
2010Oct13_23	2
2010Oct14_00	18
2010Oct14_01	2
2010Oct14_03	1
2010Oct14_04	6
2010Oct14_07	2
2010Oct14_09	1
2010Oct14_10	1
2010Oct14_11	1
2010Oct14_14	1
2010Oct14_17	3
2010Oct14_18	2
2010Oct14_19	1
2010Oct14_20	1
2010Oct15_00	1
2010Oct15_01	1
2010Oct15_03	2
2010Oct15_05	2
2010Oct15_10	1
2010Oct15_14	1
2010Oct15_15	1
2010Oct15_16	2
2010Oct15_18	1
2010Oct15_19	4
2010Oct15_22	2
2010Oct16_02	1
2010Oct16_03	3
2010Oct16_05	1
2010Oct16_07	3
2010Oct16_13	1
2010Oct16_15	1
2010Oct16_16	1
2010Oct16_17	1
2010Oct16_19	1
2010Oct16_21	1
2010Oct16_22	2
2010Oct17_02	1
2010Oct17_03	4
2010Oct17_08	3
2010Oct17_11	1
2010Oct17_13	1
2010Oct17_15	2
2010Oct17_16	1
2010Oct17_18	1
2010Oct17_20	15
2010Oct17_21	1
2010Oct17_22	23
2010Oct17_23	1
2010Oct18_02	1
2010Oct18_04	2
2010Oct18_09	1
2010Oct18_10	1
2010Oct18_12	1
2010Oct18_13	2
2010Oct18_14	1
2010Oct18_15	1
2010Oct18_16	2
2010Oct18_18	1
2010Oct18_19	8
2010Oct18_21	2
2010Oct18_22	1
2010Oct18_23	1
2010Oct19_01	3
2010Oct19_02	1
2010Oct19_03	3
2010Oct19_05	1
2010Oct19_07	6
2010Oct19_10	2
2010Oct19_12	1
2010Oct19_14	1
2010Oct19_15	1
2010Oct19_16	6
2010Oct19_17	4
2010Oct19_18	1
2010Oct19_20	2
2010Oct19_21	3
2010Oct19_22	2
2010Oct20_01	1
2010Oct20_02	1
2010Oct20_03	2
2010Oct20_04	1
2010Oct20_05	1
2010Oct20_06	1
2010Oct20_11	1
2010Oct20_12	2
2010Oct20_15	1
2010Oct20_16	1
2010Oct20_18	2
2010Oct20_19	2
2010Oct20_20	2
2010Oct20_21	2
2010Oct20_23	3
2010Oct21_02	1
2010Oct21_06	3
2010Oct21_07	1
2010Oct21_08	2
2010Oct21_11	2
2010Oct21_12	1
2010Oct21_13	3
2010Oct21_15	1
2010Oct21_17	3
2010Oct21_18	1
2010Oct21_19	1
2010Oct21_20	1
2010Oct21_21	1
2010Oct21_22	1
2010Oct22_00	1
2010Oct22_01	1
2010Oct22_02	2
2010Oct22_03	1
2010Oct22_04	2
2010Oct22_12	1
2010Oct22_13	1
2010Oct22_15	1
2010Oct22_16	1
2010Oct22_17	1
2010Oct22_18	5
2010Oct22_19	1
2010Oct22_20	1
2010Oct22_21	1
2010Oct22_22	1
2010Oct22_23	1
2010Oct23_01	3
2010Oct23_02	1
2010Oct23_03	1
2010Oct23_06	1
2010Oct23_07	1
2010Oct23_08	1
2010Oct23_14	1
2010Oct23_15	1
2010Oct23_16	1
2010Oct23_17	1
2010Oct23_18	3
2010Oct23_19	2
2010Oct23_22	1
2010Oct23_23	1
2010Oct24_00	1
2010Oct24_01	2
2010Oct24_03	1
2010Oct24_04	1
2010Oct24_05	1
2010Oct24_07	2
2010Oct24_08	3
2010Oct24_09	1
2010Oct24_14	1
2010Oct24_15	2
2010Oct24_16	1
2010Oct24_18	1
2010Oct24_20	2
2010Oct24_21	1
2010Oct24_23	2
2010Oct25_00	1
2010Oct25_01	1
2010Oct25_03	4
2010Oct25_06	2
2010Oct25_09	1
2010Oct25_10	1
2010Oct25_11	1
2010Oct25_13	1
2010Oct25_15	2
2010Oct25_16	2
2010Oct25_17	3
2010Oct25_18	2
2010Oct25_19	1
2010Oct25_22	1
2010Oct25_23	3
2010Oct26_01	2
2010Oct26_02	5
2010Oct26_03	2
2010Oct26_04	3
2010Oct26_07	1
2010Oct26_12	2
2010Oct26_13	1
2010Oct26_16	1
2010Oct26_17	4
2010Oct26_18	1
2010Oct26_19	2
2010Oct26_22	1
2010Oct26_23	2
2010Oct27_00	1
2010Oct27_04	3
2010Oct27_07	1
2010Oct27_09	1
2010Oct27_10	1
2010Oct27_13	1
2010Oct27_15	2
2010Oct27_16	2
2010Oct27_17	2
2010Oct27_18	2
2010Oct27_19	2
2010Oct27_20	2
2010Oct27_21	1
2010Oct27_22	1
2010Oct27_23	1
2010Oct28_00	2
2010Oct28_01	3
2010Oct28_02	1
2010Oct28_05	1
2010Oct28_10	1
2010Oct28_11	1
2010Oct28_12	2
2010Oct28_13	1
2010Oct28_14	2
2010Oct28_15	3
2010Oct28_16	1
2010Oct28_17	4
2010Oct28_18	1
2010Oct28_19	2
2010Oct28_22	1
2010Oct28_23	2
2010Oct29_00	2
2010Oct29_01	1
2010Oct29_02	3
2010Oct29_03	2
2010Oct29_04	1
2010Oct29_06	1
2010Oct29_08	2
2010Oct29_09	1
2010Oct29_10	1
2010Oct29_11	1
2010Oct29_12	1
2010Oct29_13	1
2010Oct29_14	2
2010Oct29_15	1
2010Oct29_17	2
2010Oct29_18	2
2010Oct29_22	2
2010Oct30_00	1
2010Oct30_02	1
2010Oct30_04	2
2010Oct30_05	1
2010Oct30_06	1
2010Oct30_07	1
2010Oct30_12	1
2010Oct30_16	1
2010Oct30_19	3
2010Oct30_20	3
2010Oct30_22	1
2010Oct30_23	2
2010Oct31_00	1
2010Oct31_01	1
2010Oct31_02	2
2010Oct31_03	1
2010Oct31_05	1
2010Oct31_06	1
2010Oct31_14	1
2010Oct31_15	1
2010Oct31_16	3
2010Oct31_17	1
2010Oct31_18	1
2010Oct31_19	3
2010Oct31_21	4
2010Oct31_22	3
2010Oct31_23	3
2010Sep01_00	1
2010Sep01_03	1
2010Sep01_04	1
2010Sep01_07	1
2010Sep01_08	2
2010Sep01_13	1
2010Sep01_14	2
2010Sep01_15	1
2010Sep01_16	1
2010Sep01_17	5
2010Sep01_18	1
2010Sep01_19	1
2010Sep01_20	2
2010Sep01_21	1
2010Sep01_22	1
2010Sep02_03	1
2010Sep02_04	2
2010Sep02_10	2
2010Sep02_11	1
2010Sep02_15	1
2010Sep02_18	1
2010Sep02_19	5
2010Sep02_23	1
2010Sep03_02	1
2010Sep03_04	2
2010Sep03_05	1
2010Sep03_08	1
2010Sep03_09	1
2010Sep03_11	1
2010Sep03_13	2
2010Sep03_17	2
2010Sep03_19	1
2010Sep03_22	1
2010Sep04_01	1
2010Sep04_03	2
2010Sep04_06	2
2010Sep04_11	1
2010Sep04_12	2
2010Sep04_16	2
2010Sep04_17	2
2010Sep04_18	1
2010Sep04_19	1
2010Sep04_20	1
2010Sep04_21	2
2010Sep04_23	4
2010Sep05_00	2
2010Sep05_01	2
2010Sep05_16	1
2010Sep05_20	1
2010Sep05_21	3
2010Sep06_02	1
2010Sep06_03	2
2010Sep06_05	1
2010Sep06_07	1
2010Sep06_14	2
2010Sep06_15	1
2010Sep06_16	1
2010Sep06_23	2
2010Sep07_02	2
2010Sep07_03	1
2010Sep07_13	1
2010Sep07_14	1
2010Sep07_15	1
2010Sep07_16	1
2010Sep07_17	3
2010Sep07_19	2
2010Sep07_20	1
2010Sep07_21	1
2010Sep07_22	1
2010Sep08_00	1
2010Sep08_06	5
2010Sep08_10	1
2010Sep08_14	1
2010Sep08_16	7
2010Sep08_19	1
2010Sep08_20	4
2010Sep08_23	3
2010Sep09_07	1
2010Sep09_09	1
2010Sep09_10	1
2010Sep09_13	1
2010Sep09_14	3
2010Sep09_15	1
2010Sep09_16	1
2010Sep09_18	2
2010Sep09_19	1
2010Sep09_20	1
2010Sep10_02	1
2010Sep10_03	1
2010Sep10_12	1
2010Sep10_14	1
2010Sep10_18	2
2010Sep10_19	1
2010Sep10_21	2
2010Sep10_23	2
2010Sep11_02	1
2010Sep11_03	1
2010Sep11_05	1
2010Sep11_12	3
2010Sep11_14	1
2010Sep11_16	1
2010Sep11_17	1
2010Sep11_18	1
2010Sep11_23	1
2010Sep12_04	1
2010Sep12_05	1
2010Sep12_06	1
2010Sep12_09	1
2010Sep12_10	1
2010Sep12_13	1
2010Sep12_18	3
2010Sep12_20	4
2010Sep12_22	1
2010Sep12_23	1
2010Sep13_03	1
2010Sep13_04	3
2010Sep13_06	2
2010Sep13_09	2
2010Sep13_10	1
2010Sep13_13	3
2010Sep13_18	1
2010Sep13_22	3
2010Sep13_23	1
2010Sep14_01	5
2010Sep14_03	1
2010Sep14_13	2
2010Sep14_16	2
2010Sep14_17	2
2010Sep14_18	5
2010Sep15_00	1
2010Sep15_07	1
2010Sep15_09	1
2010Sep15_14	1
2010Sep15_16	1
2010Sep15_17	3
2010Sep15_18	2
2010Sep15_19	1
2010Sep15_20	2
2010Sep15_22	1
2010Sep15_23	1
2010Sep16_02	1
2010Sep16_04	1
2010Sep16_05	1
2010Sep16_06	1
2010Sep16_12	1
2010Sep16_15	1
2010Sep16_16	2
2010Sep16_17	1
2010Sep16_18	1
2010Sep16_19	1
2010Sep16_20	2
2010Sep16_21	1
2010Sep16_22	1
2010Sep16_23	1
2010Sep17_01	1
2010Sep17_03	1
2010Sep17_07	5
2010Sep17_08	1
2010Sep17_09	2
2010Sep17_10	1
2010Sep17_11	2
2010Sep17_16	3
2010Sep17_18	1
2010Sep17_19	1
2010Sep17_20	1
2010Sep17_21	2
2010Sep17_22	1
2010Sep18_00	2
2010Sep18_01	2
2010Sep18_02	1
2010Sep18_03	1
2010Sep18_04	2
2010Sep18_06	1
2010Sep18_07	1
2010Sep18_08	1
2010Sep18_10	1
2010Sep18_14	1
2010Sep18_15	1
2010Sep18_16	3
2010Sep18_17	1
2010Sep18_20	1
2010Sep18_22	1
2010Sep19_00	1
2010Sep19_01	1
2010Sep19_02	1
2010Sep19_03	1
2010Sep19_05	1
2010Sep19_09	1
2010Sep19_11	1
2010Sep19_13	2
2010Sep19_14	1
2010Sep19_15	3
2010Sep19_16	3
2010Sep19_17	1
2010Sep19_20	2
2010Sep19_21	1
2010Sep19_22	1
2010Sep20_00	3
2010Sep20_01	1
2010Sep20_04	2
2010Sep20_05	13
2010Sep20_16	1
2010Sep20_17	1
2010Sep20_18	1
2010Sep20_19	2
2010Sep20_20	2
2010Sep20_21	5
2010Sep20_22	1
2010Sep20_23	5
2010Sep21_01	2
2010Sep21_03	1
2010Sep21_06	1
2010Sep21_08	1
2010Sep21_13	1
2010Sep21_15	1
2010Sep21_16	2
2010Sep21_17	3
2010Sep21_19	3
2010Sep21_20	1
2010Sep21_21	2
2010Sep21_22	3
2010Sep21_23	1
2010Sep22_00	1
2010Sep22_01	2
2010Sep22_02	1
2010Sep22_04	1
2010Sep22_12	1
2010Sep22_13	1
2010Sep22_16	1
2010Sep22_17	1
2010Sep22_19	1
2010Sep22_23	5
2010Sep23_03	1
2010Sep23_04	3
2010Sep23_06	1
2010Sep23_07	1
2010Sep23_09	1
2010Sep23_12	1
2010Sep23_15	7
2010Sep23_16	2
2010Sep23_23	3
2010Sep24_01	2
2010Sep24_02	1
2010Sep24_06	1
2010Sep24_07	1
2010Sep24_12	1
2010Sep24_13	1
2010Sep24_14	1
2010Sep24_18	2
2010Sep24_22	15
2010Sep25_00	1
2010Sep25_02	1
2010Sep25_03	1
2010Sep25_10	1
2010Sep25_11	3
2010Sep25_13	2
2010Sep25_15	2
2010Sep25_17	4
2010Sep25_19	2
2010Sep25_21	2
2010Sep25_22	1
2010Sep26_01	1
2010Sep26_03	2
2010Sep26_06	2
2010Sep26_13	1
2010Sep26_15	1
2010Sep26_17	3
2010Sep26_18	1
2010Sep26_19	1
2010Sep26_20	1
2010Sep26_21	2
2010Sep26_22	1
2010Sep26_23	3
2010Sep27_00	4
2010Sep27_01	1
2010Sep27_09	1
2010Sep27_13	1
2010Sep27_15	1
2010Sep27_17	1
2010Sep27_18	2
2010Sep27_19	5
2010Sep27_20	2
2010Sep27_23	3
2010Sep28_00	2
2010Sep28_01	4
2010Sep28_04	2
2010Sep28_05	2
2010Sep28_06	1
2010Sep28_09	1
2010Sep28_14	1
2010Sep28_15	1
2010Sep28_16	3
2010Sep28_18	3
2010Sep28_19	1
2010Sep28_20	3
2010Sep28_21	2
2010Sep28_22	1
2010Sep29_03	2
2010Sep29_04	1
2010Sep29_08	1
2010Sep29_11	1
2010Sep29_13	1
2010Sep29_16	2
2010Sep29_19	2
2010Sep29_20	1
2010Sep29_22	1
2010Sep30_00	7
2010Sep30_06	3
2010Sep30_07	6
2010Sep30_10	1
2010Sep30_14	2
2010Sep30_16	1
2010Sep30_17	1
2010Sep30_18	2
2010Sep30_20	1
2010Sep30_22	2
2011Feb01_00	37848
2011Feb01_01	37842
2011Feb01_02	37807
2011Feb01_03	37142
2011Feb01_04	32568
2011Feb01_05	27226
2011Feb01_06	23869
2011Feb01_07	21869
2011Feb01_08	22086
2011Feb01_09	22727
2011Feb01_10	24690
2011Feb01_11	28646
2011Feb01_12	34494
2011Feb01_13	39092
2011Feb01_14	41596
2011Feb01_15	41437
2011Feb01_16	40052
2011Feb01_17	36804
2011Feb01_18	35367
2011Feb01_19	33868
2011Feb01_20	34184
2011Feb01_21	36383
2011Feb01_22	37042
2011Feb01_23	39445
2011Feb02_00	39394
2011Feb02_01	39081
2011Feb02_02	38297
2011Feb02_03	38234
2011Feb02_04	32845
2011Feb02_05	28237
2011Feb02_06	24254
2011Feb02_07	22527
2011Feb02_08	22103
2011Feb02_09	23230
2011Feb02_10	25159
2011Feb02_11	29029
2011Feb02_12	34885
2011Feb02_13	39123
2011Feb02_14	40482
2011Feb02_15	39840
2011Feb02_16	39166
2011Feb02_17	38690
2011Feb02_18	36797
2011Feb02_19	35532
2011Feb02_20	34908
2011Feb02_21	36607
2011Feb02_22	38369
2011Feb02_23	40281
2011Feb03_00	40392
2011Feb03_01	44997
2011Feb03_02	42999
2011Feb03_03	39546
2011Feb03_04	35308
2011Feb03_05	30574
2011Feb03_06	25332
2011Feb03_07	23182
2011Feb03_08	23118
2011Feb03_09	23554
2011Feb03_10	26004
2011Feb03_11	28804
2011Feb03_12	34321
2011Feb03_13	39556
2011Feb03_14	43298
2011Feb03_15	43718
2011Feb03_16	41725
2011Feb03_17	38274
2011Feb03_18	35220
2011Feb03_19	33685
2011Feb03_20	34512
2011Feb03_21	35765
2011Feb03_22	38054
2011Feb03_23	39351
2011Feb04_00	38153
2011Feb04_01	38350
2011Feb04_02	37288
2011Feb04_03	37779
2011Feb04_04	32312
2011Feb04_05	27998
2011Feb04_06	25351
2011Feb04_07	22954
2011Feb04_08	22790
2011Feb04_09	23777
2011Feb04_10	25845
2011Feb04_11	30092
2011Feb04_12	34708
2011Feb04_13	40057
2011Feb04_14	43712
2011Feb04_15	45642
2011Feb04_16	43387
2011Feb04_17	40052
2011Feb04_18	36271
2011Feb04_19	34065
2011Feb04_20	33207
2011Feb04_21	34681
2011Feb04_22	35136
2011Feb04_23	38095
2011Feb05_00	37491
2011Feb05_01	37329
2011Feb05_02	38121
2011Feb05_03	36343
2011Feb05_04	32800
2011Feb05_05	29401
2011Feb05_06	24972
2011Feb05_07	22736
2011Feb05_08	22596
2011Feb05_09	22439
2011Feb05_10	23462
2011Feb05_11	25992
2011Feb05_12	30508
2011Feb05_13	35622
2011Feb05_14	39602
2011Feb05_15	42823
2011Feb05_16	41374
2011Feb05_17	37807
2011Feb05_18	34259
2011Feb05_19	31690
2011Feb05_20	30268
2011Feb05_21	30544
2011Feb05_22	31831
2011Feb05_23	34707
2011Feb06_00	34470
2011Feb06_01	35818
2011Feb06_02	36588
2011Feb06_03	37433
2011Feb06_04	35275
2011Feb06_05	33620
2011Feb06_06	27791
2011Feb06_07	24429
2011Feb06_08	23970
2011Feb06_09	23095
2011Feb06_10	24502
2011Feb06_11	28261
2011Feb06_12	32315
2011Feb06_13	37320
2011Feb06_14	40896
2011Feb06_15	42277
2011Feb06_16	38800
2011Feb06_17	37170
2011Feb06_18	35077
2011Feb06_19	33806
2011Feb06_20	34490
2011Feb06_21	35251
2011Feb06_22	36818
2011Feb06_23	44407
2011Feb07_00	48898
2011Feb07_01	52000
2011Feb07_02	45812
2011Feb07_03	43765
2011Feb07_04	30441
2011Feb07_05	26257
2011Feb07_06	23540
2011Feb07_07	21873
2011Feb07_08	21917
2011Feb07_09	22963
2011Feb07_10	24989
2011Feb07_11	29295
2011Feb07_12	34859
2011Feb07_13	39932
2011Feb07_14	41769
2011Feb07_15	43619
2011Feb07_16	39691
2011Feb07_17	36016
2011Feb07_18	33651
2011Feb07_19	33007
2011Feb07_20	33839
2011Feb07_21	35754
2011Feb07_22	38275
2011Feb07_23	39238
2011Feb08_00	38371
2011Feb08_01	37167
2011Feb08_02	36480
2011Feb08_03	35754
2011Feb08_04	31321
2011Feb08_05	27001
2011Feb08_06	23773
2011Feb08_07	22356
2011Feb08_08	22558
2011Feb08_09	23639
2011Feb08_10	25483
2011Feb08_11	29194
2011Feb08_12	34072
2011Feb08_13	39246
2011Feb08_14	43622
2011Feb08_15	44693
2011Feb08_16	41267
2011Feb08_17	37393
2011Feb08_18	34670
2011Feb08_19	33434
2011Feb08_20	33454
2011Feb08_21	35819
2011Feb08_22	37530
2011Feb08_23	38265
2011Jan01_00	3
2011Jan01_01	8
2011Jan01_02	3
2011Jan01_03	1
2011Jan01_04	8
2011Jan01_05	5
2011Jan01_06	3
2011Jan01_07	4
2011Jan01_08	4
2011Jan01_10	1
2011Jan01_11	4
2011Jan01_12	1
2011Jan01_13	2
2011Jan01_14	5
2011Jan01_15	7
2011Jan01_16	3
2011Jan01_17	8
2011Jan01_18	2
2011Jan01_19	3
2011Jan01_20	6
2011Jan01_21	5
2011Jan01_22	6
2011Jan01_23	5
2011Jan02_00	9
2011Jan02_01	5
2011Jan02_02	10
2011Jan02_03	4
2011Jan02_04	4
2011Jan02_05	2
2011Jan02_06	1
2011Jan02_07	1
2011Jan02_08	2
2011Jan02_11	2
2011Jan02_13	4
2011Jan02_14	1
2011Jan02_15	3
2011Jan02_16	6
2011Jan02_17	9
2011Jan02_18	4
2011Jan02_19	10
2011Jan02_20	8
2011Jan02_21	7
2011Jan02_22	6
2011Jan02_23	16
2011Jan03_00	13
2011Jan03_01	10
2011Jan03_02	13
2011Jan03_03	2
2011Jan03_04	4
2011Jan03_05	10
2011Jan03_06	5
2011Jan03_07	5
2011Jan03_08	5
2011Jan03_09	3
2011Jan03_10	2
2011Jan03_11	1
2011Jan03_12	3
2011Jan03_13	11
2011Jan03_14	11
2011Jan03_15	13
2011Jan03_16	10
2011Jan03_17	10
2011Jan03_18	15
2011Jan03_19	13
2011Jan03_20	6
2011Jan03_21	8
2011Jan03_22	6
2011Jan03_23	10
2011Jan04_00	10
2011Jan04_01	16
2011Jan04_02	13
2011Jan04_03	10
2011Jan04_04	9
2011Jan04_05	5
2011Jan04_06	4
2011Jan04_07	3
2011Jan04_08	9
2011Jan04_09	7
2011Jan04_10	3
2011Jan04_11	2
2011Jan04_12	7
2011Jan04_13	10
2011Jan04_14	4
2011Jan04_15	7
2011Jan04_16	13
2011Jan04_17	12
2011Jan04_18	10
2011Jan04_19	3
2011Jan04_20	28
2011Jan04_21	9
2011Jan04_22	10
2011Jan04_23	7
2011Jan05_00	16
2011Jan05_01	11
2011Jan05_02	9
2011Jan05_03	5
2011Jan05_04	6
2011Jan05_05	2
2011Jan05_06	6
2011Jan05_07	2
2011Jan05_08	1
2011Jan05_09	4
2011Jan05_10	5
2011Jan05_11	3
2011Jan05_12	9
2011Jan05_13	12
2011Jan05_14	11
2011Jan05_15	7
2011Jan05_16	27
2011Jan05_17	11
2011Jan05_18	4
2011Jan05_19	7
2011Jan05_20	10
2011Jan05_21	6
2011Jan05_22	4
2011Jan05_23	13
2011Jan06_00	11
2011Jan06_01	8
2011Jan06_02	5
2011Jan06_03	8
2011Jan06_04	2
2011Jan06_05	5
2011Jan06_06	5
2011Jan06_07	7
2011Jan06_08	2
2011Jan06_09	7
2011Jan06_10	6
2011Jan06_11	2
2011Jan06_12	12
2011Jan06_13	17
2011Jan06_14	9
2011Jan06_15	8
2011Jan06_16	12
2011Jan06_17	11
2011Jan06_18	8
2011Jan06_19	11
2011Jan06_20	8
2011Jan06_21	13
2011Jan06_22	18
2011Jan06_23	12
2011Jan07_00	22
2011Jan07_01	8
2011Jan07_02	6
2011Jan07_03	6
2011Jan07_04	8
2011Jan07_05	10
2011Jan07_06	4
2011Jan07_07	3
2011Jan07_08	10
2011Jan07_09	3
2011Jan07_10	9
2011Jan07_11	8
2011Jan07_12	6
2011Jan07_13	12
2011Jan07_14	16
2011Jan07_15	13
2011Jan07_16	8
2011Jan07_17	12
2011Jan07_18	13
2011Jan07_19	16
2011Jan07_20	11
2011Jan07_21	14
2011Jan07_22	8
2011Jan07_23	14
2011Jan08_00	18
2011Jan08_01	12
2011Jan08_02	14
2011Jan08_03	5
2011Jan08_04	6
2011Jan08_05	3
2011Jan08_06	6
2011Jan08_07	2
2011Jan08_08	8
2011Jan08_09	3
2011Jan08_10	3
2011Jan08_11	4
2011Jan08_12	7
2011Jan08_13	4
2011Jan08_14	5
2011Jan08_15	16
2011Jan08_16	11
2011Jan08_17	13
2011Jan08_18	8
2011Jan08_19	4
2011Jan08_20	14
2011Jan08_21	10
2011Jan08_22	9
2011Jan08_23	10
2011Jan09_00	12
2011Jan09_01	12
2011Jan09_02	17
2011Jan09_03	10
2011Jan09_04	8
2011Jan09_05	8
2011Jan09_06	3
2011Jan09_07	8
2011Jan09_08	2
2011Jan09_09	2
2011Jan09_10	5
2011Jan09_11	6
2011Jan09_12	3
2011Jan09_13	7
2011Jan09_14	13
2011Jan09_15	13
2011Jan09_16	17
2011Jan09_17	12
2011Jan09_18	8
2011Jan09_19	8
2011Jan09_20	4
2011Jan09_21	9
2011Jan09_22	9
2011Jan09_23	8
2011Jan10_00	5
2011Jan10_01	10
2011Jan10_02	19
2011Jan10_03	16
2011Jan10_04	8
2011Jan10_05	8
2011Jan10_06	8
2011Jan10_07	3
2011Jan10_08	6
2011Jan10_09	3
2011Jan10_10	3
2011Jan10_11	3
2011Jan10_12	9
2011Jan10_13	10
2011Jan10_14	14
2011Jan10_15	11
2011Jan10_16	8
2011Jan10_17	9
2011Jan10_18	8
2011Jan10_19	11
2011Jan10_20	21
2011Jan10_21	14
2011Jan10_22	19
2011Jan10_23	18
2011Jan11_00	28
2011Jan11_01	6
2011Jan11_02	12
2011Jan11_03	8
2011Jan11_04	9
2011Jan11_05	12
2011Jan11_06	15
2011Jan11_07	6
2011Jan11_08	10
2011Jan11_09	7
2011Jan11_10	7
2011Jan11_11	10
2011Jan11_12	10
2011Jan11_13	13
2011Jan11_14	11
2011Jan11_15	11
2011Jan11_16	20
2011Jan11_17	24
2011Jan11_18	17
2011Jan11_19	16
2011Jan11_20	22
2011Jan11_21	15
2011Jan11_22	16
2011Jan11_23	21
2011Jan12_00	13
2011Jan12_01	22
2011Jan12_02	14
2011Jan12_03	19
2011Jan12_04	6
2011Jan12_05	16
2011Jan12_06	8
2011Jan12_07	6
2011Jan12_08	4
2011Jan12_09	2
2011Jan12_10	11
2011Jan12_11	9
2011Jan12_12	13
2011Jan12_13	19
2011Jan12_14	10
2011Jan12_15	28
2011Jan12_16	28
2011Jan12_17	18
2011Jan12_18	20
2011Jan12_19	23
2011Jan12_20	19
2011Jan12_21	12
2011Jan12_22	15
2011Jan12_23	26
2011Jan13_00	23
2011Jan13_01	13
2011Jan13_02	10
2011Jan13_03	17
2011Jan13_04	15
2011Jan13_05	30
2011Jan13_06	5
2011Jan13_07	4
2011Jan13_08	4
2011Jan13_09	5
2011Jan13_10	13
2011Jan13_11	5
2011Jan13_12	13
2011Jan13_13	15
2011Jan13_14	20
2011Jan13_15	17
2011Jan13_16	21
2011Jan13_17	33
2011Jan13_18	18
2011Jan13_19	19
2011Jan13_20	19
2011Jan13_21	21
2011Jan13_22	22
2011Jan13_23	30
2011Jan14_00	24
2011Jan14_01	28
2011Jan14_02	12
